entry_name,saved_mol_path,mapping_csv_path,mapping_status,overall_status,n_frags_in_input,frag_sizes_in_input,host_atoms_total,host_atoms_heavy_noH,guest_atoms_total,guest_atoms_heavy_noH,guest_ref_heavy_noH,cd_axis_dot_to_ref,cd_orientation_ok,guest_depth_A_from_midpoint_to_O6,guest_depth_A_from_ref_midpoint_to_O6,guest_angle_deg_vs_axis,guest_rmsd_noH,guest_rmsd_status,guest_atoms_used_in_rmsd,guest_match_mode,guest_full_match_coverage_percent,guest_mcs_coverage_percent,guest_orientation,guest_orientation_status,guest_orientation_span_A,guest_orientation_distance_A,guest_orientation_atom_pair,guest_orientation_atoms_used,match_ref_matches_count,match_prb_matches_count,match_total_pairings,match_mapping_is_unique,match_best_rmsd_is_tie,match_best_rmsd_second_best_delta,guest_smiles_original_debug,guest_smiles_matching_debug
Complex_A_midplaneZY (2frag),C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Complex_A_midplaneZY_(2frag).mol,C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Matching_atoms\Complex_A_midplaneZY_(2frag).csv,ok,ok,3,"147,8,20",147,77,20,11,15,1,1,-0.805994192,-0.805994192,37.843893422834135,0,ok,11,mcs,,100,1,ok,7.495684849816523,7.495684849816523,A: O151->O151 | B: C159->C159,11,2,2,4,0,1,1.457156011455949,REF=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C:154]1:[CH:155]:[CH:157]:[CH:159]:[CH:158]:[CH:156]:1)[C:161]([CH3:160])=[O:162] | PRB=[CH2:149]([C:150](=[O:151])[OH:152])[CH2:153][C:154]1:[CH:155]:[CH:157]:[CH:159]:[CH:158]:[CH:156]:1,REF=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162] | PRB=[C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1
Complex_A_midplaneZY (30z),C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Complex_A_midplaneZY_(30z).mol,C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Matching_atoms\Complex_A_midplaneZY_(30z).csv,ok,ok,2,"147,28",147,77,28,15,15,1,1,-0.277701653,-0.277701653,60.38319162334315,1.338770425166642,ok,15,full_guest_strict,100,,1,ok,7.495684849816523,7.495683833982861,A: O151->O151 | B: C159->C159,15,1,3,3,1,0,0.4882686128793192,REF=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C:154]1:[CH:155]:[CH:157]:[CH:159]:[CH:158]:[CH:156]:1)[C:161]([CH3:160])=[O:162] | PRB=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C:154]1:[CH:155]:[CH:157]:[CH:159]:[CH:158]:[CH:156]:1)[C:161]([CH3:160])=[O:162],REF=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162] | PRB=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162]
Complex_A_midplaneZY (4H2O),C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Complex_A_midplaneZY_(4H2O).mol,C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Matching_atoms\Complex_A_midplaneZY_(4H2O).csv,ok,ok,6,"147,28,3,3,3,3",147,77,28,15,15,1,1,-0.186406327,-0.186406327,31.091701631709356,0,ok,15,full_guest_strict,100,,1,ok,7.495684849816523,7.495684849816523,A: O151->O151 | B: C159->C159,15,1,3,3,1,0,1.2478338580367796,REF=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C:154]1:[CH:155]:[CH:157]:[CH:159]:[CH:158]:[CH:156]:1)[C:161]([CH3:160])=[O:162] | PRB=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C:154]1:[CH:155]:[CH:157]:[CH:159]:[CH:158]:[CH:156]:1)[C:161]([CH3:160])=[O:162],REF=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162] | PRB=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162]
Complex_A_midplaneZY (90z_complex),C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Complex_A_midplaneZY_(90z_complex).mol,C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Matching_atoms\Complex_A_midplaneZY_(90z_complex).csv,ok,ok,2,"147,28",147,77,28,15,15,0.001883674,1,-0.186406319,-0.673749253,31.091701724434206,3.2633078183995177,ok,15,full_guest_strict,100,,1,ok,7.495684849816523,7.495684852949954,A: O151->O151 | B: C159->C159,15,1,3,3,0,1,,REF=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C:154]1:[CH:155]:[CH:157]:[CH:159]:[CH:158]:[CH:156]:1)[C:161]([CH3:160])=[O:162] | PRB=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C:154]1:[CH:155]:[CH:157]:[CH:159]:[CH:158]:[CH:156]:1)[C:161]([CH3:160])=[O:162],REF=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162] | PRB=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162]
Complex_A_midplaneZY (arom1),C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Complex_A_midplaneZY_(arom1).mol,C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Matching_atoms\Complex_A_midplaneZY_(arom1).csv,ok,ok,2,"147,28",147,77,28,15,15,1,1,-0.186406327,-0.186406327,31.091701631709356,0,ok,15,full_guest_resonance_relaxed,100,,1,ok,7.495684849816523,7.495684849816523,A: O151->O151 | B: C159->C159,15,1,3,3,1,0,1.2478338580367796,REF=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C:154]1:[CH:155]:[CH:157]:[CH:159]:[CH:158]:[CH:156]:1)[C:161]([CH3:160])=[O:162] | PRB=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C:154]1=[CH:155][CH:157]=[CH:159][CH:158]=[CH:156]1)[C:161]([CH3:160])=[O:162],REF=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162] | PRB=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162]
Complex_A_midplaneZY (arom2),C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Complex_A_midplaneZY_(arom2).mol,C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Matching_atoms\Complex_A_midplaneZY_(arom2).csv,ok,ok,2,"147,28",147,77,28,15,15,1,1,-0.186406327,-0.186406327,31.091701631709356,0,ok,15,full_guest_resonance_relaxed,100,,1,ok,7.495684849816523,7.495684849816523,A: O151->O151 | B: C159->C159,15,1,3,3,1,0,1.2478338580367796,REF=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C:154]1:[CH:155]:[CH:157]:[CH:159]:[CH:158]:[CH:156]:1)[C:161]([CH3:160])=[O:162] | PRB=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C:154]1=[CH:156][CH:158]=[CH:159][CH:157]=[CH:155]1)[C:161]([CH3:160])=[O:162],REF=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162] | PRB=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162]
Complex_A_midplaneZY (CH3),C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Complex_A_midplaneZY_(CH3).mol,C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Matching_atoms\Complex_A_midplaneZY_(CH3).csv,ok,ok,2,"147,28",147,77,28,13,15,1,1,-0.547361957,-0.547361957,14.600644351348768,0,ok,13,mcs,,100,1,ok,6.595396747667222,6.595396747667222,A: C150->C150 | B: C157->C159,13,2,2,4,0,1,1.340388579105222,REF=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C:154]1:[CH:155]:[CH:157]:[CH:159]:[CH:158]:[CH:156]:1)[C:161]([CH3:160])=[O:162] | PRB=[NH:148]([C@H:149]([CH3:150])[CH2:153][C:154]1:[CH:155]:[CH:157]:[CH:159]:[CH:158]:[CH:156]:1)[C:161]([CH3:160])=[O:162],REF=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162] | PRB=[N:148]([C:149]([C:150])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162]
Complex_A_midplaneZY (COO),C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Complex_A_midplaneZY_(COO).mol,C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Matching_atoms\Complex_A_midplaneZY_(COO).csv,ok,ok,2,"147,27",147,77,27,15,15,1,1,-0.186406327,-0.186406327,31.091701631709356,0,ok,15,full_guest_strict,100,,1,ok,7.495684849816523,7.495684849816523,A: O151->O151 | B: C159->C159,15,1,3,3,1,0,1.2478338580367796,REF=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C:154]1:[CH:155]:[CH:157]:[CH:159]:[CH:158]:[CH:156]:1)[C:161]([CH3:160])=[O:162] | PRB=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C:154]1:[CH:155]:[CH:157]:[CH:159]:[CH:158]:[CH:156]:1)[C:161]([CH3:160])=[O:162],REF=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162] | PRB=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162]
Complex_A_midplaneZY (cyclohexane),C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Complex_A_midplaneZY_(cyclohexane).mol,C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Matching_atoms\Complex_A_midplaneZY_(cyclohexane).csv,ok,ok,2,"147,34",147,77,34,15,15,1,1,-0.186406327,-0.186406327,31.091701631709356,0,ok,15,full_guest_topology_relaxed,100,,1,ok,7.495684849816523,7.495684849816523,A: O151->O151 | B: C159->C159,15,1,7,7,1,0,0.8135370771980428,REF=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C:154]1:[CH:155]:[CH:157]:[CH:159]:[CH:158]:[CH:156]:1)[C:161]([CH3:160])=[O:162] | PRB=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C@@H:154]1[CH2:155][CH2:157][CH2:159][CH2:158][CH2:156]1)[C:161]([CH3:160])=[O:162],REF=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162] | PRB=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162]
Complex_A_midplaneZY (N),C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Complex_A_midplaneZY_(N).mol,C:\Users\user_name\AppData\Local\Temp\CDGA_Tool_processed_molfiles\CDGA_NoAlign_molfiles\Matching_atoms\Complex_A_midplaneZY_(N).csv,ok,ok,2,"147,28",147,77,28,15,15,1,1,-0.186406327,-0.186406327,31.091701631709356,0,ok,14,mcs,,93.33333333333333,1,ok,7.122329951520737,7.122329951520737,A: O151->O151 | B: C157->C157,14,2,2,4,0,1,1.291630753818717,REF=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C:154]1:[CH:155]:[CH:157]:[CH:159]:[CH:158]:[CH:156]:1)[C:161]([CH3:160])=[O:162] | PRB=[NH:148]([C@H:149]([C:150](=[O:151])[OH:152])[CH2:153][C:154]1:[CH:155]:[CH:157]:[N:159]:[CH:158]:[CH:156]:1)[C:161]([CH3:160])=[O:162],REF=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][C:159][C:158][C:156]1)[C:161]([C:160])[O:162] | PRB=[N:148]([C:149]([C:150]([O:151])[O:152])[C:153][C:154]1[C:155][C:157][N:159][C:158][C:156]1)[C:161]([C:160])[O:162]
